"symptom_ID";"symptom";"code_ID";"category"
555;"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition.";564;"NULL"
555;"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition.";566;"NULL"
555;"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition.";569;"NULL"
555;"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition.";571;"NULL"
555;"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition.";573;"NULL"
555;"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition.";575;"NULL"
555;"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition.";577;"NULL"
555;"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition.";579;"NULL"
555;"There has never been a manic episode or a hypomanic episode. Note: This exclusion does not apply if all of the manic-like or hypomanic-like episodes are substance-induced or are attributable to the physiological effects of another medical condition.";1996;"NULL"
591;"Panic attacks or anxiety is predominant in the clinical picture.";589;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";599;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";601;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";603;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";605;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";607;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";609;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";611;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";613;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";615;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";617;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";619;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";621;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";623;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";625;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";627;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";629;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";631;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";633;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";635;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";637;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";639;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";641;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";643;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";645;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";647;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";649;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";651;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";1998;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";1782;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";1787;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";1789;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";1791;"feeling"
591;"Panic attacks or anxiety is predominant in the clinical picture.";1793;"feeling"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";591;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";599;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";601;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";603;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";605;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";607;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";609;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";611;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";613;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";615;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";617;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";619;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";621;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";623;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";625;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";627;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";629;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";631;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";633;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";635;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";637;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";639;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";641;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";643;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";645;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";647;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";649;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";651;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";653;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";655;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";657;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";659;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";661;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";663;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";665;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";667;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";669;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";671;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";673;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";675;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";677;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";681;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";683;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";685;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";687;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";689;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";691;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";693;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1630;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1637;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1639;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";825;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";830;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";832;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";834;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";836;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";987;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";989;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";991;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";993;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";995;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";997;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";999;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1001;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1003;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1238;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1248;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1259;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1411;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";403;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";405;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";407;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";409;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";411;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";413;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";415;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1800;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1802;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1804;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1806;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1808;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1810;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1812;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1814;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1816;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1818;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1820;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1822;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1824;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1826;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1828;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";417;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";419;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";421;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";423;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";425;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";429;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";431;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";433;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";435;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";437;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";439;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";445;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";447;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";449;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";451;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";453;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";455;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";457;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";459;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";461;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";463;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";465;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";467;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";469;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";471;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";473;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";475;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";477;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";479;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";481;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";483;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";485;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1857;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1859;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";771;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";773;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";775;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";777;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1861;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1863;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1865;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1782;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1787;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1789;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1791;"NULL"
592;"There is evidence from the history, physical examination, or laboratory findings of both (1) and (2):";1793;"NULL"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";589;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";599;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";601;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";603;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";605;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";607;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";609;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";611;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";613;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";615;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";617;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";619;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";621;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";623;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";625;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";627;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";629;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";631;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";633;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";635;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";637;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";639;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";641;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";643;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";645;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";647;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";649;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";651;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";653;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";655;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";657;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";659;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";661;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";663;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";665;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";667;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";669;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";671;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";673;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";675;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";677;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";681;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";683;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";685;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";687;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";689;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";691;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";693;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1619;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1621;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1623;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1630;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1637;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1639;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";825;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";830;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";832;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";834;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";836;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";838;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";987;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";989;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";991;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";993;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";995;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";997;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";999;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1001;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1003;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1238;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1248;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1259;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1411;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";403;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";405;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";407;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";409;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";411;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";413;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";415;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1800;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1802;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1804;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1806;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1808;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1810;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1812;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1814;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1816;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1818;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1820;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1822;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1824;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1826;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1828;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";417;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";419;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";421;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";423;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";425;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";429;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";431;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";433;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";435;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";437;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";439;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";445;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";447;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";449;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";451;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";453;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";455;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";457;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";459;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";461;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";463;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";465;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";467;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";469;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";471;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";473;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";475;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";477;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";479;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";481;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";483;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";485;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1857;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";1859;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";771;"attachment"
598;"The disturbance causes clinically significant distress or impairment in social, occupational, or other important areas of functioning.";773;"attachment"
