"question_ID";"Description";"SymptomOrEvidence";"SE_ID"
"q_26";"Does the client encounter any difficulties with learning a language? (E.g. reading passages, writing, spelling words)";"E";860
"q_26";"Does the client encounter any difficulties with learning a language? (E.g. reading passages, writing, spelling words)";"S";356
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";843
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";315
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";201
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";212
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";222
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";225
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";311
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";312
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";323
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";329
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";707
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";708
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";709
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";213
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";854
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";1905
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";701
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";702
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";844
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";845
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";846
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";855
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";875
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";887
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";895
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";333
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";204
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"E";860
"q_27";"Does the client encounter any difficulties with learning fields other than language? (E.g. understanding concepts involving time and mathematics, matching based on physical characteristics)";"S";878
"q_28";"Does the client encounter any difficulties with adapting to situations?";"S";203
"q_28";"Does the client encounter any difficulties with adapting to situations?";"S";204
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"E";843
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"S";213
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"E";854
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"S";878
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"S";122
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"S";1092
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"S";213
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"S";878
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"S";1309
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"E";1875
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"E";1881
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"E";2711
"q_29";"Does the client encounter any difficulties with recalling things, such as events and concepts?";"E";2810
"q_30";"Does the client encounter any difficulties with controlling emotions?";"S";2159
"q_30";"Does the client encounter any difficulties with controlling emotions?";"S";216
"q_31";"Does the communicative deficits of the client affect his/her/their relationships?";"S";304
"q_31";"Does the communicative deficits of the client affect his/her/their relationships?";"S";365
"q_31";"Does the communicative deficits of the client affect his/her/their relationships?";"S";384
"q_31";"Does the communicative deficits of the client affect his/her/their relationships?";"E";1509
"q_32";"Does the client encounter any difficulties in adapting to rules for conversations? (E.g. storytelling, taking turns in conversations, communicating to match context)";"E";378
"q_32";"Does the client encounter any difficulties in adapting to rules for conversations? (E.g. storytelling, taking turns in conversations, communicating to match context)";"E";380
"q_32";"Does the client encounter any difficulties in adapting to rules for conversations? (E.g. storytelling, taking turns in conversations, communicating to match context)";"S";324
"q_32";"Does the client encounter any difficulties in adapting to rules for conversations? (E.g. storytelling, taking turns in conversations, communicating to match context)";"S";327
"q_32";"Does the client encounter any difficulties in adapting to rules for conversations? (E.g. storytelling, taking turns in conversations, communicating to match context)";"S";379
"q_33";"Does the client encounter any difficulties in interacting with others? (E.g. greeting, sharing information, normal back-and-forth conversation)";"S";324
"q_33";"Does the client encounter any difficulties in interacting with others? (E.g. greeting, sharing information, normal back-and-forth conversation)";"S";327
"q_33";"Does the client encounter any difficulties in interacting with others? (E.g. greeting, sharing information, normal back-and-forth conversation)";"S";379
"q_33";"Does the client encounter any difficulties in interacting with others? (E.g. greeting, sharing information, normal back-and-forth conversation)";"S";1092
"q_33";"Does the client encounter any difficulties in interacting with others? (E.g. greeting, sharing information, normal back-and-forth conversation)";"S";348
"q_33";"Does the client encounter any difficulties in interacting with others? (E.g. greeting, sharing information, normal back-and-forth conversation)";"E";381
"q_33";"Does the client encounter any difficulties in interacting with others? (E.g. greeting, sharing information, normal back-and-forth conversation)";"S";384
"q_33";"Does the client encounter any difficulties in interacting with others? (E.g. greeting, sharing information, normal back-and-forth conversation)";"E";1506
"q_33";"Does the client encounter any difficulties in interacting with others? (E.g. greeting, sharing information, normal back-and-forth conversation)";"S";356
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"S";324
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"S";327
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"S";379
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"S";1092
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"S";328
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"S";336
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"E";382
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"S";365
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"S";384
"q_34";"Does the client face any limitation in comprehending speech or gesture?";"S";356
"q_35";"Does the client encounter any difficulties in expressing his/her/their thoughts verbally?";"S";343
"q_35";"Does the client encounter any difficulties in expressing his/her/their thoughts verbally?";"S";349
"q_35";"Does the client encounter any difficulties in expressing his/her/their thoughts verbally?";"S";1092
"q_35";"Does the client encounter any difficulties in expressing his/her/their thoughts verbally?";"S";384
"q_35";"Does the client encounter any difficulties in expressing his/her/their thoughts verbally?";"S";365
"q_35";"Does the client encounter any difficulties in expressing his/her/their thoughts verbally?";"S";356
"q_36";"Does the client feel detached from the world?";"S";134
"q_36";"Does the client feel detached from the world?";"S";135
"q_36";"Does the client feel detached from the world?";"S";136
"q_36";"Does the client feel detached from the world?";"S";159
"q_36";"Does the client feel detached from the world?";"S";160
"q_36";"Does the client feel detached from the world?";"E";161
"q_37";"Does the client feel detached from oneself?";"S";134
"q_37";"Does the client feel detached from oneself?";"S";135
"q_37";"Does the client feel detached from oneself?";"S";136
"q_37";"Does the client feel detached from oneself?";"S";159
"q_37";"Does the client feel detached from oneself?";"E";158
"q_37";"Does the client feel detached from oneself?";"S";160
"q_38";"Does the client have any binge eating symptoms?";"S";1164
"q_38";"Does the client have any binge eating symptoms?";"S";1170
"q_38";"Does the client have any binge eating symptoms?";"S";1171
"q_38";"Does the client have any binge eating symptoms?";"S";1191
"q_38";"Does the client have any binge eating symptoms?";"E";1163
"q_38";"Does the client have any binge eating symptoms?";"E";1167
"q_38";"Does the client have any binge eating symptoms?";"E";1178
"q_38";"Does the client have any binge eating symptoms?";"E";1181
"q_38";"Does the client have any binge eating symptoms?";"S";1159
"q_38";"Does the client have any binge eating symptoms?";"S";1183
"q_38";"Does the client have any binge eating symptoms?";"S";1180
"q_38";"Does the client have any binge eating symptoms?";"E";1951
"q_38";"Does the client have any binge eating symptoms?";"S";1174
"q_39";"Does the client purge after eating?";"S";1172
"q_40";"Does the client show decreased appetite?";"S";1186
"q_40";"Does the client show decreased appetite?";"E";1951
"q_40";"Does the client show decreased appetite?";"S";1169
"q_41";"Does the client feel embarrassed by how much he/she/they is/are eating?";"E";1168
"q_42";"Does the client have an abnormal diet structure? (E.g. heavily relying on supplements, eating inedible substances)";"S";1203
"q_42";"Does the client have an abnormal diet structure? (E.g. heavily relying on supplements, eating inedible substances)";"S";1205
"q_42";"Does the client have an abnormal diet structure? (E.g. heavily relying on supplements, eating inedible substances)";"E";1176
"q_42";"Does the client have an abnormal diet structure? (E.g. heavily relying on supplements, eating inedible substances)";"E";1182
"q_42";"Does the client have an abnormal diet structure? (E.g. heavily relying on supplements, eating inedible substances)";"E";874
"q_43";"Does the client regurgitate while eating?";"S";1197
"q_44";"Does the client show a pattern of irritable or angry mood?";"S";2342
"q_44";"Does the client show a pattern of irritable or angry mood?";"S";1698
"q_44";"Does the client show a pattern of irritable or angry mood?";"E";2441
"q_44";"Does the client show a pattern of irritable or angry mood?";"S";1972
"q_44";"Does the client show a pattern of irritable or angry mood?";"E";2545
"q_44";"Does the client show a pattern of irritable or angry mood?";"S";2312
"q_44";"Does the client show a pattern of irritable or angry mood?";"E";1014
"q_44";"Does the client show a pattern of irritable or angry mood?";"E";2347
"q_44";"Does the client show a pattern of irritable or angry mood?";"E";2348
"q_44";"Does the client show a pattern of irritable or angry mood?";"E";2350
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";1062
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";1910
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"S";2169
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";544
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";1711
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";820
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";821
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";871
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";872
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";963
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";1909
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"S";819
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";1879
"q_45";"Does the client show disinterest in activities or lack empathy for others?";"E";1648
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";1879
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";1648
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"S";2182
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"S";1184
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"S";1962
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";543
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";1009
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";2405
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";2440
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"S";826
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";1900
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";2491
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"S";1077
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"S";542
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";1961
"q_46";"Does the client experience feelings of sadness, emptiness, distress, or hopelessness?";"E";2177
"q_47";"Does the client experience feelings of excitement, pleasure, or gratification?";"S";2305
"q_47";"Does the client experience feelings of excitement, pleasure, or gratification?";"E";2475
"q_47";"Does the client experience feelings of excitement, pleasure, or gratification?";"E";2790
"q_47";"Does the client experience feelings of excitement, pleasure, or gratification?";"E";2438
"q_48";"Does the client experience feelings of fear?";"S";2039
"q_48";"Does the client experience feelings of fear?";"S";2040
"q_48";"Does the client experience feelings of fear?";"S";2041
"q_48";"Does the client experience feelings of fear?";"S";2045
"q_48";"Does the client experience feelings of fear?";"S";2042
"q_48";"Does the client experience feelings of fear?";"S";2046
"q_48";"Does the client experience feelings of fear?";"S";2067
"q_48";"Does the client experience feelings of fear?";"S";2066
"q_48";"Does the client experience feelings of fear?";"S";2069
"q_48";"Does the client experience feelings of fear?";"E";808
"q_48";"Does the client experience feelings of fear?";"E";1306
"q_48";"Does the client experience feelings of fear?";"S";1211
"q_48";"Does the client experience feelings of fear?";"S";2000
"q_48";"Does the client experience feelings of fear?";"S";2009
"q_48";"Does the client experience feelings of fear?";"S";2011
"q_48";"Does the client experience feelings of fear?";"S";2022
"q_48";"Does the client experience feelings of fear?";"S";2023
"q_48";"Does the client experience feelings of fear?";"S";2024
"q_48";"Does the client experience feelings of fear?";"S";2025
"q_48";"Does the client experience feelings of fear?";"S";2018
"q_48";"Does the client experience feelings of fear?";"S";2012
"q_48";"Does the client experience feelings of fear?";"S";2013
"q_48";"Does the client experience feelings of fear?";"E";1041
"q_48";"Does the client experience feelings of fear?";"S";2000
"q_48";"Does the client experience feelings of fear?";"E";1046
"q_48";"Does the client experience feelings of fear?";"S";2096
"q_48";"Does the client experience feelings of fear?";"E";1049
"q_48";"Does the client experience feelings of fear?";"E";1459
"q_48";"Does the client experience feelings of fear?";"S";591
"q_48";"Does the client experience feelings of fear?";"E";800
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2000
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2001
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2186
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2003
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2004
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2183
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2184
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2186
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2009
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2011
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2091
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2096
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2071
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2012
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2067
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2069
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2013
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2018
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2021
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2023
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2024
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2025
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2039
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2040
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2041
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2066
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2042
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2022
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";1900
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";2491
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";1459
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";591
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2175
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";2304
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";179
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";2439
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";2471
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";2540
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";2545
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";1961
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";2177
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";800
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";2594
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"E";2438
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";1494
"q_49";"Does the client feel nervous, anxious, stressed, or frustrated?";"S";365
"q_50";"Does the client experience mood instability?";"E";2594
"q_50";"Does the client experience mood instability?";"E";2438
"q_50";"Does the client experience mood instability?";"S";967
"q_50";"Does the client experience mood instability?";"S";1698
"q_50";"Does the client experience mood instability?";"S";1740
"q_50";"Does the client experience mood instability?";"S";1905
"q_50";"Does the client experience mood instability?";"S";1742
"q_50";"Does the client experience mood instability?";"E";1015
"q_50";"Does the client experience mood instability?";"S";1703
"q_50";"Does the client experience mood instability?";"E";1023
"q_50";"Does the client experience mood instability?";"S";2312
"q_50";"Does the client experience mood instability?";"E";1014
"q_50";"Does the client experience mood instability?";"E";2347
"q_50";"Does the client experience mood instability?";"E";2348
"q_50";"Does the client experience mood instability?";"E";2350
"q_50";"Does the client experience mood instability?";"S";1704
"q_50";"Does the client experience mood instability?";"S";1741
"q_50";"Does the client experience mood instability?";"S";1786
"q_50";"Does the client experience mood instability?";"S";1494
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"S";1211
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"E";1041
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"E";1046
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"S";2025
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"E";1049
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"S";1480
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"S";1832
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"E";549
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"E";1716
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"E";1187
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"E";1473
"q_51";"Is the client excessively self-conscious? (E.g. worthlessness, guilt, gender incongruence)";"E";1908
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1475
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1476
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1477
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1478
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1479
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1833
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1834
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1835
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1836
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1837
"q_52";"Does the client experience distress regarding gender identity? (E.g. preference for cross-dressing, preference for activities stereotypically engaged by the other gender, desire to be treated as the other gender)";"E";1838
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1065
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1067
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1066
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1068
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1427
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1444
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1449
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1070
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1071
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1072
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1076
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1078
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1080
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"E";1472
"q_53";"Does the client have abnormal sexual desires? (E.g. sexual arousal from cross-dressing, humiliation, physical or psychological suffering of another person)";"S";1077
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"S";1418
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"S";1435
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"E";823
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"S";1427
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"S";1444
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"S";1449
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"E";1433
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"E";1434
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"E";1436
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"E";1437
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"E";1438
"q_54";"Does the client experience absent or reduced excitement, interest, or thoughts in regards to sexual activities?";"E";1439
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"S";1625
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"S";1667
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"S";2306
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"S";2528
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"E";801
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"E";888
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"E";1635
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"E";1871
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"E";2629
"q_55";"Does the client experience hallucinations, such as witnessing events occurred to others and experiencing auditory illusions";"E";2697
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"S";1625
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"S";1667
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"S";1066
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"S";2306
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"E";1680
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"E";805
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"E";1018
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"E";1054
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"E";1055
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"E";1634
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"E";1679
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"S";197
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"S";1656
"q_56";"Does the client experience delusions, such as preoccupation with fantasies of unlimited success)";"S";1657
"q_57";"Does the client deceive others by lying or presenting oneself with false symptoms?";"S";1153
"q_57";"Does the client deceive others by lying or presenting oneself with false symptoms?";"S";1154
"q_57";"Does the client deceive others by lying or presenting oneself with false symptoms?";"E";965
"q_58";"Does the client violate others' rights when interacting with others? (E.g. robbery, exploitation, disregard of others'  safety, observing an unsuspecting person who is naked)";"S";958
