"evidence_ID";"dx_criteria_ID";"evidence"
2392;2396;"Recurrent opioid use resulting in a failure to fulfill major role obligations at work, school, or home."
2393;2296;"Continued opioid use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of opioids."
2393;2396;"Continued opioid use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of opioids."
2397;2194;"The characteristic opioid withdrawal syndrome (refer to Criteria A and B of the criteria set for opioid withdrawal, pp. 547548)."
2400;2414;"Administration of an opioid antagonist after a period of opioid use."
2401;2414;"Cessation of (or reduction in) opioid use that has been heavy and prolonged (i.e., several weeks or longer)."
2405;2402;"Dysphoric mood."
2406;2402;"Lacrimation or rhinorrhea."
2407;2402;"Diarrhea."
2408;2402;"Fever."
2409;2402;"Muscle aches."
2410;2402;"Nausea or vomiting."
2410;2630;"Nausea or vomiting."
2410;2644;"Nausea or vomiting."
2410;2755;"Nausea or vomiting."
2411;2402;"Pupillary dilation, piloerection, or sweating."
2412;2402;"Yawning."
2413;2402;"Insomnia."
2413;2483;"Insomnia."
2413;2537;"Insomnia."
2413;2630;"Insomnia."
2413;2644;"Insomnia."
2420;2295;"Important social, occupational, or recreational activities are given up or reduced because of cannabis use."
2421;2295;"Recurrent cannabis use resulting in a failure to fulfill major role obligations at work, school, or home."
2421;2423;"Recurrent cannabis use resulting in a failure to fulfill major role obligations at work, school, or home."
2422;2295;"Continued cannabis use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of cannabis."
2422;2423;"Continued cannabis use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of cannabis."
2424;2295;"Recurrent cannabis use in situations in which it is physically hazardous."
2424;2423;"Recurrent cannabis use in situations in which it is physically hazardous."
2425;2295;"There is a persistent desire or unsuccessful efforts to cut down or control cannabis use."
2425;2423;"There is a persistent desire or unsuccessful efforts to cut down or control cannabis use."
2426;2224;"Markedly diminished effect with continued use of the same amount of cannabis."
2427;2295;"Craving, or a strong desire or urge to use cannabis."
2427;2423;"Craving, or a strong desire or urge to use cannabis."
2428;2295;"Cannabis use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by cannabis."
2428;2423;"Cannabis use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by cannabis."
2429;2295;"Cannabis is often taken in larger amounts or over a longer period than was intended."
2429;2423;"Cannabis is often taken in larger amounts or over a longer period than was intended."
2430;2295;"A great deal of time is spent in activities necessary to obtain cannabis, use cannabis, or recover from its effects."
2430;2423;"A great deal of time is spent in activities necessary to obtain cannabis, use cannabis, or recover from its effects."
2431;2223;"Cannabis (or a closely related substance) is taken to relieve or avoid withdrawal symptoms."
2432;2224;"A need for markedly increased amounts of cannabis to achieve intoxication or desired effect."
2433;2223;"The characteristic withdrawal syndrome for cannabis (refer to Criteria A and B of the criteria set for cannabis withdrawal, pp. 517518)."
2438;2437;"Restlessness."
2438;2483;"Restlessness."
2438;2537;"Restlessness."
2439;2437;"Nervousness or anxiety."
2440;2437;"Depressed mood."
2440;2537;"Depressed mood."
2441;2437;"Irritability, anger, or aggression."
2442;2437;"At least one of the following physical symptoms causing significant discomfort: "
2443;2437;"Decreased appetite or weight loss."
2444;2437;"Sleep difficulty (e.g., insomnia, disturbing dreams)."
2451;2288;"Recurrent sedative, hypnotic, or anxiolytic use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to sedative, hypnotic, or anxiolytic use; sedative-, hypnotic-, or anxiolytic-related absences, suspensions, or expulsions from school; neglect of children or household)."
2451;2450;"Recurrent sedative, hypnotic, or anxiolytic use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to sedative, hypnotic, or anxiolytic use; sedative-, hypnotic-, or anxiolytic-related absences, suspensions, or expulsions from school; neglect of children or household)."
2452;2288;"Continued sedative, hypnotic, or anxiolytic use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of sedatives, hypnotics, or anxiolytics (e.g., arguments with a spouse about consequences of intoxication; physical fights)."
2452;2450;"Continued sedative, hypnotic, or anxiolytic use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of sedatives, hypnotics, or anxiolytics (e.g., arguments with a spouse about consequences of intoxication; physical fights)."
2453;2288;"Sedatives, hypnotics, or anxiolytics are often taken in larger amounts or over a longer period than was intended."
2453;2450;"Sedatives, hypnotics, or anxiolytics are often taken in larger amounts or over a longer period than was intended."
2454;2226;"A need for markedly increased amounts of the sedative, hypnotic, or anxiolytic to achieve intoxication or desired effect."
2455;2288;"Craving, or a strong desire or urge to use the sedative, hypnotic, or anxiolytic."
2455;2450;"Craving, or a strong desire or urge to use the sedative, hypnotic, or anxiolytic."
2456;2225;"Sedatives, hypnotics, or anxiolytics (or a closely related substance, such as alcohol) are taken to relieve or avoid withdrawal symptoms."
2457;2288;"There is a persistent desire or unsuccessful efforts to cut down or control sedative, hypnotic, or anxiolytic use."
2457;2450;"There is a persistent desire or unsuccessful efforts to cut down or control sedative, hypnotic, or anxiolytic use."
2458;2288;"A great deal of time is spent in activities necessary to obtain the sedative, hypnotic, or anxiolytic; use the sedative, hypnotic, or anxiolytic; or recover from its effects."
2458;2450;"A great deal of time is spent in activities necessary to obtain the sedative, hypnotic, or anxiolytic; use the sedative, hypnotic, or anxiolytic; or recover from its effects."
2459;2288;"Recurrent sedative, hypnotic, or anxiolytic use in situations in which it is physically hazardous (e.g., driving an automobile or operating a machine when impaired by sedative, hypnotic, or anxiolytic use)."
2459;2450;"Recurrent sedative, hypnotic, or anxiolytic use in situations in which it is physically hazardous (e.g., driving an automobile or operating a machine when impaired by sedative, hypnotic, or anxiolytic use)."
2460;2226;"A markedly diminished effect with continued use of the same amount of the sedative, hypnotic, or anxiolytic."
2461;2288;"Sedative, hypnotic, or anxiolytic use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the sedative, hypnotic, or anxiolytic."
2461;2450;"Sedative, hypnotic, or anxiolytic use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the sedative, hypnotic, or anxiolytic."
2462;2288;"Important social, occupational, or recreational activities are given up or reduced because of sedative, hypnotic, or anxiolytic use."
2462;2450;"Important social, occupational, or recreational activities are given up or reduced because of sedative, hypnotic, or anxiolytic use."
2464;2225;"The characteristic withdrawal syndrome for sedatives, hypnotics, or anxiolytics (refer to Criteria A and B of the criteria set for sedative, hypnotic, or anxiolytic withdrawal, pp. 557558)."
2469;2483;"Rambling flow of thought and speech."
2471;2483;"Nervousness."
2473;2483;"Tachycardia or cardiac arrhythmia."
2474;2483;"Periods of inexhaustibility."
2475;2483;"Excitement."
2477;2483;"Gastrointestinal disturbance."
2478;2483;"Flushed face."
2480;2483;"Muscle twitching."
2489;2486;"Marked fatigue or drowsiness."
2490;2486;"Difficulty concentrating."
2490;2537;"Difficulty concentrating."
2491;2486;"Dysphoric mood, depressed mood, or irritability."
2492;2486;"Headache."
2493;2486;"Flu-like symptoms (nausea, vomiting, or muscle pain/stiffness)."
2501;2512;"Important social, occupational, or recreational activities are given up or reduced because of phencyclidine use."
2501;2500;"Important social, occupational, or recreational activities are given up or reduced because of phencyclidine use."
2501;2500;"Important social, occupational, or recreational activities are given up or reduced because of phencyclidine use."
2502;2512;"Continued phencyclidine use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the phencyclidine (e.g., arguments with a spouse about consequences of intoxication; physical fights)."
2502;2500;"Continued phencyclidine use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the phencyclidine (e.g., arguments with a spouse about consequences of intoxication; physical fights)."
2502;2500;"Continued phencyclidine use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the phencyclidine (e.g., arguments with a spouse about consequences of intoxication; physical fights)."
2503;2512;"Phencyclidine is often taken in larger amounts or over a longer period than was intended."
2503;2500;"Phencyclidine is often taken in larger amounts or over a longer period than was intended."
2504;2512;"A great deal of time is spent in activities necessary to obtain phencyclidine, use the phencyclidine, or recover from its effects."
2504;2500;"A great deal of time is spent in activities necessary to obtain phencyclidine, use the phencyclidine, or recover from its effects."
2505;2512;"Phencyclidine use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the phencyclidine."
2505;2500;"Phencyclidine use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the phencyclidine."
2506;2512;"There is a persistent desire or unsuccessful efforts to cut down or control phencyclidine use."
2506;2500;"There is a persistent desire or unsuccessful efforts to cut down or control phencyclidine use."
2507;2228;"A markedly diminished effect with continued use of the same amount of the phencyclidine."
2508;2512;"Recurrent phencyclidine use in situations in which it is physically hazardous (e.g., driving an automobile or operating a machine when impaired by a phencyclidine)."
2508;2500;"Recurrent phencyclidine use in situations in which it is physically hazardous (e.g., driving an automobile or operating a machine when impaired by a phencyclidine)."
2509;2228;"A need for markedly increased amounts of the phencyclidine to achieve intoxication or desired effect."
2510;2512;"Recurrent phencyclidine use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to phencyclidine use; phencyclidine-related absences, suspensions, or expulsions from school; neglect of children or household)."
2510;2500;"Recurrent phencyclidine use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to phencyclidine use; phencyclidine-related absences, suspensions, or expulsions from school; neglect of children or household)."
2511;2512;"Craving, or a strong desire or urge to use phencyclidine."
2511;2500;"Craving, or a strong desire or urge to use phencyclidine."
2515;2287;"Recurrent hallucinogen use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to hallucinogen use; hallucinogen-related absences, suspensions, or expulsions from school; neglect of children or household)."
2515;2517;"Recurrent hallucinogen use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., repeated absences from work or poor work performance related to hallucinogen use; hallucinogen-related absences, suspensions, or expulsions from school; neglect of children or household)."
2516;2287;"Important social, occupational, or recreational activities are given up or reduced because of hallucinogen use."
2516;2517;"Important social, occupational, or recreational activities are given up or reduced because of hallucinogen use."
2518;2287;"Continued hallucinogen use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the hallucinogen (e.g., arguments with a spouse about consequences of intoxication; physical fights)."
2518;2517;"Continued hallucinogen use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of the hallucinogen (e.g., arguments with a spouse about consequences of intoxication; physical fights)."
2519;2287;"The hallucinogen is often taken in larger amounts or over a longer period than was intended."
2519;2517;"The hallucinogen is often taken in larger amounts or over a longer period than was intended."
2520;2287;"Craving, or a strong desire or urge to use the hallucinogen."
2520;2517;"Craving, or a strong desire or urge to use the hallucinogen."
2521;2287;"A great deal of time is spent in activities necessary to obtain the hallucinogen, use the hallucinogen, or recover from its effects."
2521;2517;"A great deal of time is spent in activities necessary to obtain the hallucinogen, use the hallucinogen, or recover from its effects."
2522;2287;"Recurrent hallucinogen use in situations in which it is physically hazardous(e.g., driving an automobile or operating a machine when impaired by the hallucinogen)."
2522;2517;"Recurrent hallucinogen use in situations in which it is physically hazardous(e.g., driving an automobile or operating a machine when impaired by the hallucinogen)."
2523;2227;"A need for markedly increased amounts of the hallucinogen to achieve intoxication or desired effect."
2524;2287;"Hallucinogen use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the hallucinogen."
2524;2517;"Hallucinogen use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the hallucinogen."
2525;2227;"A markedly diminished effect with continued use of the same amount of the hallucinogen."
2540;2537;"Anxiety."
2540;2630;"Anxiety."
2540;2644;"Anxiety."
2542;2537;"Increased appetite."
2542;2694;"Increased appetite."
2542;2777;"Increased appetite."
2545;2537;"Irritability, frustration, or anger."
2553;2283;"Recurrent use of the inhalant substance resulting in a failure to fulfill major role obligations at work, school, or home."
2553;2552;"Recurrent use of the inhalant substance resulting in a failure to fulfill major role obligations at work, school, or home."
2554;2283;"Continued use of the inhalant substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use."
2554;2552;"Continued use of the inhalant substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use."
2555;2283;"Important social, occupational, or recreational activities are given up or reduced because of use of the inhalant substance."
2555;2552;"Important social, occupational, or recreational activities are given up or reduced because of use of the inhalant substance."
2556;2283;"The inhalant substance is often taken in larger amounts or over a longer period than was intended."
2556;2552;"The inhalant substance is often taken in larger amounts or over a longer period than was intended."
2557;2283;"A great deal of time is spent in activities necessary to obtain the inhalant substance, use it, or recover from its effects."
2557;2552;"A great deal of time is spent in activities necessary to obtain the inhalant substance, use it, or recover from its effects."
2558;2283;"Craving, or a strong desire or urge to use the inhalant substance."
2558;2552;"Craving, or a strong desire or urge to use the inhalant substance."
2559;2283;"Recurrent use of the inhalant substance in situations in which it is physically hazardous."
2559;2552;"Recurrent use of the inhalant substance in situations in which it is physically hazardous."
2560;2174;"A need for markedly increased amounts of the inhalant substance to achieve intoxication or desired effect."
2561;2283;"There is a persistent desire or unsuccessful efforts to cut down or control use of the inhalant substance."
2561;2552;"There is a persistent desire or unsuccessful efforts to cut down or control use of the inhalant substance."
2562;2174;"A markedly diminished effect with continued use of the same amount of the inhalant substance."
2563;2283;"Use of the inhalant substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance."
2563;2552;"Use of the inhalant substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance."
2570;2568;"Important social, occupational, or recreational activities are given up or reduced because of use of the substance."
2570;2578;"Important social, occupational, or recreational activities are given up or reduced because of use of the substance."
2571;2568;"Continued use of the substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use."
2571;2578;"Continued use of the substance despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of its use."
2572;2568;"Recurrent use of the substance resulting in a failure to fulfill major role obligations at work, school, or home."
2572;2578;"Recurrent use of the substance resulting in a failure to fulfill major role obligations at work, school, or home."
2573;2568;"The substance is often taken in larger amounts or over a longer period than was intended."
2573;2578;"The substance is often taken in larger amounts or over a longer period than was intended."
2574;2568;"A great deal of time is spent in activities necessary to obtain the substance, use the substance, or recover from its effects."
2574;2578;"A great deal of time is spent in activities necessary to obtain the substance, use the substance, or recover from its effects."
2575;2568;"Recurrent use of the substance in situations in which it is physically hazardous."
2575;2578;"Recurrent use of the substance in situations in which it is physically hazardous."
2576;2229;"The substance (or a closely related substance) is taken to relieve or avoid withdrawal symptoms."
2577;2230;"A markedly diminished effect with continued use of the same amount of the substance."
2579;2568;"There is a persistent desire or unsuccessful efforts to cut down or control use of the substance."
2579;2578;"There is a persistent desire or unsuccessful efforts to cut down or control use of the substance."
2580;2568;"Use of the substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance."
2580;2578;"Use of the substance is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by the substance."
2581;2230;"A need for markedly increased amounts of the substance to achieve intoxication or desired effect."
2594;2597;"Is restless or irritable when attempting to cut down or stop gambling."
2595;2597;"Often gambles when feeling distressed (e.g., helpless, guilty, anxious, depressed)."
2596;2597;"Is often preoccupied with gambling (e.g., having persistent thoughts of reliving past gambling experiences, handicapping or planning the next venture, thinking of ways to get money with which to gamble)."
2598;2597;"Needs to gamble with increasing amounts of money in order to achieve the desired excitement."
2599;2597;"After losing money gambling, often returns another day to get even (chasing one's losses)."
2600;2597;"Has made repeated unsuccessful efforts to control, cut back, or stop gambling."
2601;2597;"Has jeopardized or lost a significant relationship, job, or educational or career opportunity because of gambling."
2602;2597;"Lies to conceal the extent of involvement with gambling."
2603;2597;"Relies on others to provide money to relieve desperate financial situations caused by gambling."
2607;2822;"Tobacco is often taken in larger amounts or over a longer period than was intended."
2607;2608;"Tobacco is often taken in larger amounts or over a longer period than was intended."
2609;2822;"There is a persistent desire or unsuccessful efforts to cut down or control tobacco use."
2609;2608;"There is a persistent desire or unsuccessful efforts to cut down or control tobacco use."
2610;2192;"Tobacco (or a closely related substance, such as nicotine) is taken to relieve or avoid withdrawal symptoms."
2611;2822;"A great deal of time is spent in activities necessary to obtain or use tobacco."
2611;2608;"A great deal of time is spent in activities necessary to obtain or use tobacco."
2612;2193;"A need for markedly increased amounts of tobacco to achieve the desired effect."
2613;2193;"A markedly diminished effect with continued use of the same amount of tobacco."
2614;2822;"Craving, or a strong desire or urge to use tobacco."
2614;2608;"Craving, or a strong desire or urge to use tobacco."
2615;2822;"Recurrent tobacco use in situations in which it is physically hazardous (e.g., smoking in bed)."
2615;2608;"Recurrent tobacco use in situations in which it is physically hazardous (e.g., smoking in bed)."
2616;2822;"Tobacco use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by tobacco."
2616;2608;"Tobacco use is continued despite knowledge of having a persistent or recurrent physical or psychological problem that is likely to have been caused or exacerbated by tobacco."
2617;2822;"Continued tobacco use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of tobacco (e.g., arguments with others about tobacco use)."
2617;2608;"Continued tobacco use despite having persistent or recurrent social or interpersonal problems caused or exacerbated by the effects of tobacco (e.g., arguments with others about tobacco use)."
2618;2822;"Important social, occupational, or recreational activities are given up or reduced because of tobacco use."
2618;2608;"Important social, occupational, or recreational activities are given up or reduced because of tobacco use."
2619;2822;"Recurrent tobacco use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., interference with work)."
2619;2608;"Recurrent tobacco use resulting in a failure to fulfill major role obligations at work, school, or home (e.g., interference with work)."
2620;2192;"The characteristic withdrawal syndrome for tobacco (refer to Criteria A and B of the criteria set for tobacco withdrawal)."
2626;2630;"Grand mal seizures."
2627;2630;"Hand tremor."
2628;2630;"Autonomic hyperactivity (e.g., sweating or pulse rate greater than 100 bpm)."
2628;2644;"Autonomic hyperactivity (e.g., sweating or pulse rate greater than 100 bpm)."
2629;2630;"Transient visual, tactile, or auditory hallucinations or illusions."
2629;2644;"Transient visual, tactile, or auditory hallucinations or illusions."
2635;2190;"The stimulant (or a closely related substance) is taken to relieve or avoid withdrawal symptoms."
2636;2191;"A markedly diminished effect with continued use of the same amount of the stimulant."
2637;2191;"A need for markedly increased amounts of the stimulant to achieve intoxication or desired effect."
2638;495;"There is a persistent desire or unsuccessful efforts to cut down or control stimulant use."
2638;2281;"There is a persistent desire or unsuccessful efforts to cut down or control stimulant use."
2639;2190;"The characteristic withdrawal syndrome for the stimulant (refer to Criteria A and B of the criteria set for stimulant withdrawal, p. 569)."
2646;2483;"Psychomotor agitation."
2646;2630;"Psychomotor agitation."
2646;2644;"Psychomotor agitation."
2648;2644;"Generalized tonic-clonic seizures."
2650;2644;"Increased hand tremor."
2668;2677;"Ataxia."
2669;2677;"Seizures or coma."
2670;2677;"Hypertension or tachycardia."
2671;2677;"Numbness or diminished responsiveness to pain."
2672;2677;"Vertical or horizontal nystagmus."
2673;2677;"Muscle rigidity."
2674;2677;"Hyperacusis."
2676;2677;"Dysarthria."
2680;2679;"Incoordination."
2680;2717;"Incoordination."
2680;2798;"Incoordination."
2680;2813;"Incoordination."
2683;2679;"Blurring of vision."
2684;2679;"Tremors."
2685;2679;"Tachycardia."
2685;2777;"Tachycardia."
2686;2679;"Palpitations."
2687;2679;"Pupillary dilation."
2687;2755;"Pupillary dilation."
2695;2694;"Fatigue."
2696;2694;"Psychomotor retardation or agitation."
2697;2694;"Vivid, unpleasant dreams."
2711;2715;"Impairment in attention or memory."
2711;2717;"Impairment in attention or memory."
2714;2715;"Drowsiness or coma."
2716;2715;"Slurred speech."
2716;2717;"Slurred speech."
2716;2798;"Slurred speech."
2716;2813;"Slurred speech."
2723;2717;"Nystagmus."
2723;2798;"Nystagmus."
2723;2813;"Nystagmus."
2725;2717;"Stupor or coma."
2725;2798;"Stupor or coma."
2725;2813;"Stupor or coma."
2726;2717;"Unsteady gait."
2726;2798;"Unsteady gait."
2726;2813;"Unsteady gait."
2756;2755;"Tachycardia or bradycardia."
2757;2755;"Muscular weakness, respiratory depression, chest pain, or cardiac arrhythmias."
2758;2755;"Psychomotor agitation or retardation."
2759;2755;"Perspiration or chills."
2760;2755;"Evidence of weight loss."
2761;2755;"Elevated or lowered blood pressure."
2762;2755;"Confusion, seizures, dyskinesias, dystonias, or coma."
2779;2777;"Conjunctival injection."
2780;2777;"Dry mouth."
2789;2798;"Lethargy."
2790;2798;"Euphoria."
2791;2798;"Tremor."
2792;2798;"Blurred vision or diplopia."
2793;2798;"Generalized muscle weakness."
2794;2798;"Dizziness."
2795;2798;"Depressed reflexes."
2796;2798;"Psychomotor retardation."
2810;2813;"Impairment in cognition (e.g., attention, memory)."
